#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2012 01 04 16 50  35  7.9  37  9.6 1638
2012 01 04 17 00  32  7.9 999 99.0 9999
2012 01 04 17 10  29  8.1 999 99.0 9999
2012 01 04 17 20  25  7.8 999 99.0 9999
2012 01 04 17 30  21  7.5 999 99.0 9999
2012 01 04 17 40  24  6.2 999 99.0 9999
2012 01 04 17 50  53  7.2  55 10.0 1746
2012 01 04 18 00  46  8.2 999 99.0 9999
2012 01 04 18 10  38  8.0 999 99.0 9999
2012 01 04 18 20  41  7.4 999 99.0 9999
2012 01 04 18 30  46  7.1 999 99.0 9999
2012 01 04 18 40  61  7.4 999 99.0 9999
2012 01 04 18 50  61  8.1  62 10.3 1845
2012 01 04 19 00  68  8.1 999 99.0 9999
2012 01 04 19 10  66  7.7 999 99.0 9999
2012 01 04 19 20  70  7.8 999 99.0 9999
2012 01 04 19 30  70  7.6 999 99.0 9999
2012 01 04 19 40  73  7.5 999 99.0 9999
2012 01 04 19 50  73  7.8  78 10.7 1929
2012 01 04 20 00  68  7.3 999 99.0 9999
2012 01 04 20 10  68  7.1 999 99.0 9999
2012 01 04 20 20  67  7.0 999 99.0 9999
2012 01 04 20 30  67  6.8 999 99.0 9999
2012 01 04 20 40  68  6.9 999 99.0 9999
2012 01 04 20 50  67  6.9  78  9.4 2012
2012 01 04 21 00  62  7.3 999 99.0 9999
2012 01 04 21 10  61  6.8 999 99.0 9999
2012 01 04 21 20  67  6.9 999 99.0 9999
2012 01 04 21 30  67  6.7 999 99.0 9999
2012 01 04 21 40  65  6.7 999 99.0 9999
2012 01 04 21 50  67  6.3  68  9.3 2128
2012 01 04 22 00  62  6.4 999 99.0 9999
2012 01 04 22 10  58  6.6 999 99.0 9999
2012 01 04 22 20  64  6.6 999 99.0 9999
2012 01 04 22 30  62  6.7 999 99.0 9999
2012 01 04 22 40  67  6.9 999 99.0 9999
2012 01 04 22 50  65  7.0  73  9.1 2247
2012 01 04 23 00  66  7.1 999 99.0 9999
2012 01 04 23 10  67  7.1 999 99.0 9999
2012 01 04 23 20  67  7.4 999 99.0 9999
2012 01 04 23 30  60  7.1 999 99.0 9999
2012 01 04 23 40  59  6.9 999 99.0 9999
2012 01 04 23 50  53  6.9  74  9.9 2254
2012 01 05 00 00  57  7.0 999 99.0 9999
2012 01 05 00 10  66  7.0 999 99.0 9999
2012 01 05 00 20  68  6.7 999 99.0 9999
2012 01 05 00 30  70  6.0 999 99.0 9999
2012 01 05 00 40  68  6.4 999 99.0 9999
2012 01 05 00 50  62  6.6  70  9.6 0000
2012 01 05 01 00  63  6.6 999 99.0 9999
2012 01 05 01 10  65  6.6 999 99.0 9999
2012 01 05 01 20  65  6.9 999 99.0 9999
2012 01 05 01 30  64  6.5 999 99.0 9999
2012 01 05 01 40  62  6.2 999 99.0 9999
2012 01 05 01 50  64  6.3  73  9.2 0112
2012 01 05 02 00  64  6.7 999 99.0 9999
2012 01 05 02 10  66  6.5 999 99.0 9999
2012 01 05 02 20  70  6.6 999 99.0 9999
2012 01 05 02 30  75  6.5 999 99.0 9999
2012 01 05 02 40  77  6.5 999 99.0 9999
2012 01 05 02 50  74  6.9  59  9.7 0249
2012 01 05 03 00  72  6.5 999 99.0 9999
2012 01 05 03 10  72  6.4 999 99.0 9999
2012 01 05 03 20  66  6.7 999 99.0 9999
2012 01 05 03 30  65  6.9 999 99.0 9999
2012 01 05 03 40  64  7.3 999 99.0 9999
2012 01 05 03 50  69  6.8  72  9.1 0338
2012 01 05 04 00  73  6.3 999 99.0 9999
2012 01 05 04 10  73  6.1 999 99.0 9999
2012 01 05 04 20  76  6.4 999 99.0 9999
2012 01 05 04 30  78  6.5 999 99.0 9999
2012 01 05 04 40  84  6.3 999 99.0 9999
2012 01 05 04 50  76  6.4  85  8.9 0416
2012 01 05 05 00  77  6.4 999 99.0 9999
2012 01 05 05 10  75  6.2 999 99.0 9999
2012 01 05 05 20  70  6.3 999 99.0 9999
2012 01 05 05 30  74  6.2 999 99.0 9999
2012 01 05 05 40  76  6.2 999 99.0 9999
2012 01 05 05 50  73  6.0  78  8.6 0451
2012 01 05 06 00  76  6.3 999 99.0 9999
2012 01 05 06 10  75  6.1 999 99.0 9999
2012 01 05 06 20  75  6.4 999 99.0 9999
2012 01 05 06 30  81  6.6 999 99.0 9999
2012 01 05 06 40  77  6.4 999 99.0 9999
2012 01 05 06 50  77  6.6  78  8.8 0603
2012 01 05 07 00  76  6.5 999 99.0 9999
2012 01 05 07 10  72  6.7 999 99.0 9999
2012 01 05 07 20  75  6.7 999 99.0 9999
2012 01 05 07 30  81  6.6 999 99.0 9999
2012 01 05 07 40  85  6.6 999 99.0 9999
2012 01 05 07 50  78  6.7  85  9.3 0730
2012 01 05 08 00  79  6.7 999 99.0 9999
2012 01 05 08 10  80  6.9 999 99.0 9999
2012 01 05 08 20  78  6.8 999 99.0 9999
2012 01 05 08 30  81  6.5 999 99.0 9999
2012 01 05 08 40  83  6.6 999 99.0 9999
2012 01 05 08 50  84  6.4  84  9.6 0800
2012 01 05 09 00  89  6.8 999 99.0 9999
2012 01 05 09 10  90  6.3 999 99.0 9999
2012 01 05 09 20  85  5.9 999 99.0 9999
2012 01 05 09 30  88  5.7 999 99.0 9999
2012 01 05 09 40  86  5.6 999 99.0 9999
2012 01 05 09 50  81  5.7  96  9.9 0855
2012 01 05 10 00  81  5.5 999 99.0 9999
2012 01 05 10 10  85  5.7 999 99.0 9999
2012 01 05 10 20  88  5.9 999 99.0 9999
2012 01 05 10 30  90  5.5 999 99.0 9999
2012 01 05 10 40  88  5.6 999 99.0 9999
2012 01 05 10 50  89  5.7  96  7.9 1019
2012 01 05 11 00  89  5.4 999 99.0 9999
2012 01 05 11 10  80  5.6 999 99.0 9999
2012 01 05 11 20  84  5.4 999 99.0 9999
2012 01 05 11 30  92  6.1 999 99.0 9999
2012 01 05 11 40  89  6.2 999 99.0 9999
2012 01 05 11 50  81  6.0  94  8.8 1136
2012 01 05 12 00  76  5.2 999 99.0 9999
2012 01 05 12 10  69  4.0 999 99.0 9999
2012 01 05 12 20  67  4.3 999 99.0 9999
2012 01 05 12 30  69  4.4 999 99.0 9999
2012 01 05 12 40  64  4.8 999 99.0 9999
2012 01 05 12 50  68  4.7  80  6.6 1150
2012 01 05 13 00  66  4.4 999 99.0 9999
2012 01 05 13 10  56  5.5 999 99.0 9999
2012 01 05 13 20  43  5.1 999 99.0 9999
2012 01 05 13 30  56  6.3 999 99.0 9999
2012 01 05 13 40  60  7.0 999 99.0 9999
2012 01 05 13 50  67  7.4  67  9.4 1341
2012 01 05 14 00  69  7.0 999 99.0 9999
2012 01 05 14 10  58  5.7 999 99.0 9999
2012 01 05 14 20  44  5.0 999 99.0 9999
2012 01 05 14 30  55  5.8 999 99.0 9999
2012 01 05 14 40  60  6.5 999 99.0 9999
2012 01 05 14 50  64  6.8  70  8.8 1350
2012 01 05 15 00  66  7.2 999 99.0 9999
2012 01 05 15 10  73  7.6 999 99.0 9999
2012 01 05 15 20  90  7.9 999 99.0 9999
2012 01 05 15 30  88  8.0 999 99.0 9999
2012 01 05 15 40  90  7.9 999 99.0 9999
2012 01 05 15 50  90  7.3  93 10.2 1543
2012 01 05 16 00  86  7.4 999 99.0 9999
2012 01 05 16 10  85  7.1 999 99.0 9999
2012 01 05 16 20  84  6.9 999 99.0 9999
2012 01 05 16 30  81  6.4 999 99.0 9999
2012 01 05 16 40  67  5.9 999 99.0 9999
2012 01 05 16 50  58  5.9  90  9.4 1601
2012 01 05 17 00  58  5.9 999 99.0 9999
2012 01 05 17 10  61  6.3 999 99.0 9999
2012 01 05 17 20  62  6.0 999 99.0 9999
2012 01 05 17 30  67  5.8 999 99.0 9999
2012 01 05 17 40  63  6.4 999 99.0 9999
2012 01 05 17 50  60  6.8  67  8.2 1734
2012 01 05 18 00  60  6.2 999 99.0 9999
2012 01 05 18 10  64  6.7 999 99.0 9999
2012 01 05 18 20  64  6.9 999 99.0 9999
2012 01 05 18 30  64  7.4 999 99.0 9999
2012 01 05 18 40  63  7.8 999 99.0 9999
2012 01 05 18 50  62  7.3  68  9.4 1839
2012 01 05 19 00  58  7.5 999 99.0 9999
2012 01 05 19 10  57  7.4 999 99.0 9999
2012 01 05 19 20  57  7.8 999 99.0 9999
2012 01 05 19 30  60  7.2 999 99.0 9999
2012 01 05 19 40  64  7.3 999 99.0 9999
2012 01 05 19 50  69  7.2  58  9.3 1908
2012 01 05 20 00  69  6.8 999 99.0 9999
2012 01 05 20 10  67  7.4 999 99.0 9999
2012 01 05 20 20  65  6.9 999 99.0 9999
2012 01 05 20 30  66  6.8 999 99.0 9999
2012 01 05 20 40  71  6.9 999 99.0 9999
2012 01 05 20 50  71  6.8  76  9.0 2026
2012 01 05 21 00  65  6.6 999 99.0 9999
2012 01 05 21 10  61  6.5 999 99.0 9999
2012 01 05 21 20  62  6.5 999 99.0 9999
2012 01 05 21 30  62  6.1 999 99.0 9999
2012 01 05 21 40  63  5.6 999 99.0 9999
2012 01 05 21 50  56  5.3  65  8.3 2103
2012 01 05 22 00  58  5.0 999 99.0 9999
2012 01 05 22 10  61  5.4 999 99.0 9999
2012 01 05 22 20  63  5.4 999 99.0 9999
2012 01 05 22 30  58  5.6 999 99.0 9999
2012 01 05 22 40  60  5.8 999 99.0 9999
2012 01 05 22 50  60  5.6  62  7.3 2240
2012 01 05 23 00  61  5.7 999 99.0 9999
2012 01 05 23 10  58  5.5 999 99.0 9999
2012 01 05 23 20  53  5.5 999 99.0 9999
2012 01 05 23 30  54  5.4 999 99.0 9999
2012 01 05 23 40  52  5.7 999 99.0 9999
2012 01 05 23 50  50  5.8  49  6.9 2316
2012 01 06 00 00  50  5.6 999 99.0 9999
2012 01 06 00 10  51  5.4 999 99.0 9999
2012 01 06 00 20  56  5.2 999 99.0 9999
2012 01 06 00 30  59  5.4 999 99.0 9999
2012 01 06 00 40  62  5.5 999 99.0 9999
2012 01 06 00 50  65  5.5  73  7.1 0047
2012 01 06 01 00  67  5.8 999 99.0 9999
2012 01 06 01 10  69  5.7 999 99.0 9999
2012 01 06 01 20  62  6.9 999 99.0 9999
2012 01 06 01 30  60  6.8 999 99.0 9999
2012 01 06 01 40  59  6.5 999 99.0 9999
2012 01 06 01 50  63  6.8  65  8.5 0146
2012 01 06 02 00  62  6.7 999 99.0 9999
2012 01 06 02 10  68  6.8 999 99.0 9999
2012 01 06 02 20  71  6.8 999 99.0 9999
2012 01 06 02 30  74  6.8 999 99.0 9999
2012 01 06 02 40  71  6.5 999 99.0 9999
2012 01 06 02 50  70  6.6  78  8.6 0247
2012 01 06 03 00  67  7.4 999 99.0 9999
2012 01 06 03 10  69  7.8 999 99.0 9999
2012 01 06 03 20  60  6.9 999 99.0 9999
2012 01 06 03 30  55  3.3 999 99.0 9999
2012 01 06 03 40  65  6.3 999 99.0 9999
2012 01 06 03 50  72  7.5  68  9.3 0308
2012 01 06 04 00  68  7.6 999 99.0 9999
2012 01 06 04 10  72  7.8 999 99.0 9999
2012 01 06 04 20  71  7.7 999 99.0 9999
2012 01 06 04 30  69  7.5 999 99.0 9999
2012 01 06 04 40  69  7.5 999 99.0 9999
2012 01 06 04 50  73  7.0  82  9.5 0407
2012 01 06 05 00  69  7.0 999 99.0 9999
2012 01 06 05 10  78  7.8 999 99.0 9999
2012 01 06 05 20  78  6.5 999 99.0 9999
2012 01 06 05 30  73  6.8 999 99.0 9999
2012 01 06 05 40  64  6.5 999 99.0 9999
2012 01 06 05 50  59  6.3  81  9.5 0500
2012 01 06 06 00  59  6.2 999 99.0 9999
2012 01 06 06 10  68  7.1 999 99.0 9999
2012 01 06 06 20  66  6.7 999 99.0 9999
2012 01 06 06 30  90  5.8 999 99.0 9999
2012 01 06 06 40 105  5.9 999 99.0 9999
2012 01 06 06 50 112  5.2  68  8.7 0605
2012 01 06 07 00 111  4.5 999 99.0 9999
2012 01 06 07 10 112  3.7 999 99.0 9999
2012 01 06 07 20 102  3.0 999 99.0 9999
2012 01 06 07 30  95  3.3 999 99.0 9999
2012 01 06 07 40  88  4.7 999 99.0 9999
2012 01 06 07 50  70  6.1  71  7.5 0744
2012 01 06 08 00  66  5.3 999 99.0 9999
2012 01 06 08 10  67  6.0 999 99.0 9999
2012 01 06 08 20  64  4.1 999 99.0 9999
2012 01 06 08 30  53  2.9 999 99.0 9999
2012 01 06 08 40  59  2.8 999 99.0 9999
2012 01 06 08 50  54  2.5  72  7.9 0805
2012 01 06 09 00  48  2.5 999 99.0 9999
2012 01 06 09 10  51  2.5 999 99.0 9999
2012 01 06 09 20  55  2.4 999 99.0 9999
2012 01 06 09 30  59  3.4 999 99.0 9999
2012 01 06 09 40  73  5.3 999 99.0 9999
2012 01 06 09 50  81  5.2  76  7.1 0935
2012 01 06 10 00  82  5.4 999 99.0 9999
2012 01 06 10 10  81  6.4 999 99.0 9999
2012 01 06 10 20  77  7.8 999 99.0 9999
2012 01 06 10 30  71  7.1 999 99.0 9999
2012 01 06 10 40  77  6.8 999 99.0 9999
2012 01 06 10 50  76  6.8  77  9.1 1016
2012 01 06 11 00  76  6.7 999 99.0 9999
2012 01 06 11 10  77  6.6 999 99.0 9999
2012 01 06 11 20  76  6.1 999 99.0 9999
2012 01 06 11 30  80  5.9 999 99.0 9999
2012 01 06 11 40  83  5.3 999 99.0 9999
2012 01 06 11 50  81  5.5  79  9.0 1121
2012 01 06 12 00  77  5.7 999 99.0 9999
2012 01 06 12 10  74  6.1 999 99.0 9999
2012 01 06 12 20  75  6.1 999 99.0 9999
2012 01 06 12 30  82  5.9 999 99.0 9999
2012 01 06 12 40  81  6.1 999 99.0 9999
2012 01 06 12 50  80  5.7  82  7.7 1249
2012 01 06 13 00  77  6.1 999 99.0 9999
2012 01 06 13 10  75  6.7 999 99.0 9999
2012 01 06 13 20  76  6.3 999 99.0 9999
2012 01 06 13 30  70  6.2 999 99.0 9999
2012 01 06 13 40  74  6.2 999 99.0 9999
2012 01 06 13 50  74  6.2  71  8.0 1308
2012 01 06 14 00  68  6.6 999 99.0 9999
2012 01 06 14 10  64  7.1 999 99.0 9999
2012 01 06 14 20  69  6.8 999 99.0 9999
2012 01 06 14 30  67  6.9 999 99.0 9999
2012 01 06 14 40  69  7.1 999 99.0 9999
2012 01 06 14 50  68  6.9  60  8.7 1404
2012 01 06 15 00  68  7.2 999 99.0 9999
2012 01 06 15 10  65  7.2 999 99.0 9999
2012 01 06 15 20  63  7.4 999 99.0 9999
2012 01 06 15 30  67  7.1 999 99.0 9999
2012 01 06 15 40  73  7.3 999 99.0 9999
2012 01 06 15 50  76  8.2  83 10.3 1548
2012 01 06 16 00  75  7.9 999 99.0 9999
2012 01 06 16 10  76  7.8 999 99.0 9999
2012 01 06 16 20  75  7.6 999 99.0 9999
2012 01 06 16 30  77  8.0 999 99.0 9999
2012 01 06 16 40  82  7.9 999 99.0 9999
2012 01 06 16 50  81  7.7  91 10.0 1634
2012 01 06 17 00  84  7.8 999 99.0 9999
2012 01 06 17 10  86  7.7 999 99.0 9999
2012 01 06 17 20  87  7.5 999 99.0 9999
2012 01 06 17 30  87  7.6 999 99.0 9999
2012 01 06 17 40  88  7.3 999 99.0 9999
2012 01 06 17 50  86  6.6  87  9.5 1708
2012 01 06 18 00  83  6.6 999 99.0 9999
2012 01 06 18 10  78  6.8 999 99.0 9999
2012 01 06 18 20  80  6.6 999 99.0 9999
2012 01 06 18 30  81  6.2 999 99.0 9999
2012 01 06 18 40  80  6.3 999 99.0 9999
2012 01 06 18 50  81  6.5  83  8.1 1756
2012 01 06 19 00  82  6.4 999 99.0 9999
2012 01 06 19 10  84  6.1 999 99.0 9999
2012 01 06 19 20  83  6.0 999 99.0 9999
2012 01 06 19 30  88  6.0 999 99.0 9999
2012 01 06 19 40  86  6.1 999 99.0 9999
2012 01 06 19 50  89  6.3  90  8.0 1941
2012 01 06 20 00  84  6.4 999 99.0 9999
2012 01 06 20 10  83  6.0 999 99.0 9999
2012 01 06 20 20  85  5.8 999 99.0 9999
2012 01 06 20 30  79  5.5 999 99.0 9999
2012 01 06 20 40  78  5.5 999 99.0 9999
2012 01 06 20 50  76  5.3  94  7.9 1951
2012 01 06 21 00  86  5.1 999 99.0 9999
2012 01 06 21 10  89  5.5 999 99.0 9999
2012 01 06 21 20  87  5.2 999 99.0 9999
2012 01 06 21 30  84  5.1 999 99.0 9999
2012 01 06 21 40  80  4.8 999 99.0 9999
2012 01 06 21 50  92  4.8  89  6.7 2105
2012 01 06 22 00  90  4.8 999 99.0 9999
2012 01 06 22 10  94  4.9 999 99.0 9999
2012 01 06 22 20  98  4.7 999 99.0 9999
2012 01 06 22 30  94  4.5 999 99.0 9999
2012 01 06 22 40  94  4.5 999 99.0 9999
2012 01 06 22 50  89  4.3 101  6.4 2210
2012 01 06 23 00  89  4.2 999 99.0 9999
2012 01 06 23 10  95  4.4 999 99.0 9999
2012 01 06 23 20  92  4.5 999 99.0 9999
2012 01 06 23 30  94  4.4 999 99.0 9999
2012 01 06 23 40  95  4.3 999 99.0 9999
2012 01 06 23 50  89  4.5  86  6.0 2312
2012 01 07 00 00  89  4.2 999 99.0 9999
2012 01 07 00 10  89  4.2 999 99.0 9999
2012 01 07 00 20  85  4.4 999 99.0 9999
2012 01 07 00 30  88  4.5 999 99.0 9999
2012 01 07 00 40  85  4.1 999 99.0 9999
2012 01 07 00 50  88  3.9  95  5.5 0027
2012 01 07 01 00  95  4.1 999 99.0 9999
2012 01 07 01 10  88  4.2 999 99.0 9999
2012 01 07 01 20  86  4.2 999 99.0 9999
2012 01 07 01 30  90  4.3 999 99.0 9999
2012 01 07 01 40  94  4.3 999 99.0 9999
2012 01 07 01 50  85  4.5  93  5.7 0149
2012 01 07 02 00  93  4.6 999 99.0 9999
2012 01 07 02 10  88  4.3 999 99.0 9999
2012 01 07 02 20  91  4.3 999 99.0 9999
2012 01 07 02 30  92  4.3 999 99.0 9999
2012 01 07 02 40  96  4.1 999 99.0 9999
2012 01 07 02 50  88  4.0  90  5.9 0204
2012 01 07 03 00  96  4.4 999 99.0 9999
2012 01 07 03 10  91  4.5 999 99.0 9999
2012 01 07 03 20  91  4.4 999 99.0 9999
2012 01 07 03 30  83  5.5 999 99.0 9999
2012 01 07 03 40  90  5.6 999 99.0 9999
2012 01 07 03 50  94  5.0  87  6.9 0344
2012 01 07 04 00  95  6.5 999 99.0 9999
2012 01 07 04 10  92  5.6 999 99.0 9999
2012 01 07 04 20  78  5.0 999 99.0 9999
2012 01 07 04 30  78  5.0 999 99.0 9999
2012 01 07 04 40  84  5.0 999 99.0 9999
2012 01 07 04 50  86  5.1 105  8.6 0353
2012 01 07 05 00  88  4.7 999 99.0 9999
2012 01 07 05 10  88  4.9 999 99.0 9999
2012 01 07 05 20  92  5.1 999 99.0 9999
2012 01 07 05 30  90  5.4 999 99.0 9999
2012 01 07 05 40  91  5.7 999 99.0 9999
2012 01 07 05 50  90  5.8  96  7.0 0528
2012 01 07 06 00  86  5.9 999 99.0 9999
2012 01 07 06 10  90  5.9 999 99.0 9999
2012 01 07 06 20  87  5.8 999 99.0 9999
2012 01 07 06 30  85  5.9 999 99.0 9999
2012 01 07 06 40  86  5.5 999 99.0 9999
2012 01 07 06 50  92  5.5  93  7.3 0605
2012 01 07 07 00  84  5.6 999 99.0 9999
2012 01 07 07 10  91  5.2 999 99.0 9999
2012 01 07 07 20  88  5.1 999 99.0 9999
2012 01 07 07 30  89  4.8 999 99.0 9999
2012 01 07 07 40  88  4.8 999 99.0 9999
2012 01 07 07 50  89  4.5  87  6.9 0656
2012 01 07 08 00  97  4.0 999 99.0 9999
2012 01 07 08 10  98  4.1 999 99.0 9999
2012 01 07 08 20 100  4.6 999 99.0 9999
2012 01 07 08 30 101  5.3 999 99.0 9999
2012 01 07 08 40  98  5.4 999 99.0 9999
2012 01 07 08 50 103  5.3 101  6.9 0840
2012 01 07 09 00 101  5.2 999 99.0 9999
2012 01 07 09 10 104  4.9 999 99.0 9999
2012 01 07 09 20 100  4.7 999 99.0 9999
2012 01 07 09 30  97  4.7 999 99.0 9999
2012 01 07 09 40  99  4.8 999 99.0 9999
2012 01 07 09 50  96  4.5 102  6.5 0852
2012 01 07 10 00  94  4.2 999 99.0 9999
2012 01 07 10 10  97  4.7 999 99.0 9999
2012 01 07 10 20  99  4.5 999 99.0 9999
2012 01 07 10 30  99  4.5 999 99.0 9999
2012 01 07 10 40 105  3.7 999 99.0 9999
2012 01 07 10 50 101  3.9 103  5.9 1004
2012 01 07 11 00  98  4.3 999 99.0 9999
2012 01 07 11 10 107  4.2 999 99.0 9999
2012 01 07 11 20 104  4.3 999 99.0 9999
2012 01 07 11 30 103  4.1 999 99.0 9999
2012 01 07 11 40 110  4.4 999 99.0 9999
2012 01 07 11 50 107  4.5 113  6.0 1103
2012 01 07 12 00 115  4.7 999 99.0 9999
2012 01 07 12 10 117  4.4 999 99.0 9999
2012 01 07 12 20 110  4.9 999 99.0 9999
2012 01 07 12 30 111  5.1 999 99.0 9999
2012 01 07 12 40 112  5.5 999 99.0 9999
2012 01 07 12 50 115  5.2 121  7.7 1232
2012 01 07 13 00 112  5.9 999 99.0 9999
2012 01 07 13 10 112  5.8 999 99.0 9999
2012 01 07 13 20 116  5.4 999 99.0 9999
2012 01 07 13 30 115  4.6 999 99.0 9999
2012 01 07 13 40 106  5.1 999 99.0 9999
2012 01 07 13 50  98  5.6 114  7.8 1255
2012 01 07 14 00 111  5.6 999 99.0 9999
2012 01 07 14 10 112  5.4 999 99.0 9999
2012 01 07 14 20 113  5.5 999 99.0 9999
2012 01 07 14 30 114  5.3 999 99.0 9999
2012 01 07 14 40 117  6.1 999 99.0 9999
2012 01 07 14 50 117  6.1 118  7.9 1447
2012 01 07 15 00 114  5.9 999 99.0 9999
2012 01 07 15 10 107  5.4 999 99.0 9999
2012 01 07 15 20 108  4.9 999 99.0 9999
2012 01 07 15 30 101  5.2 999 99.0 9999
2012 01 07 15 40 103  5.2 999 99.0 9999
2012 01 07 15 50 106  4.6 123  7.9 1450
2012 01 07 16 00 100  4.8 999 99.0 9999
2012 01 07 16 10 106  4.8 999 99.0 9999
2012 01 07 16 20  95  4.4 999 99.0 9999
2012 01 07 16 30 105  4.7 999 99.0 9999
2012 01 07 16 40 103  5.6 999 99.0 9999
2012 01 07 16 50 101  5.2 103  7.3 1643
2012 01 07 17 00 108  4.9 999 99.0 9999
2012 01 07 17 10 109  5.1 999 99.0 9999
2012 01 07 17 20  99  5.3 999 99.0 9999
2012 01 07 17 30 103  5.2 999 99.0 9999
2012 01 07 17 40 105  5.1 999 99.0 9999
2012 01 07 17 50 111  6.0 109  8.0 1746
2012 01 07 18 00 110  6.5 999 99.0 9999
2012 01 07 18 10 108  6.3 999 99.0 9999
2012 01 07 18 20 110  6.4 999 99.0 9999
2012 01 07 18 30 113  6.4 999 99.0 9999
2012 01 07 18 40 110  6.1 999 99.0 9999
2012 01 07 18 50 113  6.4 109  8.5 1848
2012 01 07 19 00 108  6.9 999 99.0 9999
2012 01 07 19 10 107  6.6 999 99.0 9999
2012 01 07 19 20 114  6.3 999 99.0 9999
2012 01 07 19 30 119  6.2 999 99.0 9999
2012 01 07 19 40 123  6.3 999 99.0 9999
2012 01 07 19 50 115  6.0 100  8.4 1856
2012 01 07 20 00 118  6.1 999 99.0 9999
2012 01 07 20 10 115  5.7 999 99.0 9999
2012 01 07 20 20 109  5.4 999 99.0 9999
2012 01 07 20 30 102  5.5 999 99.0 9999
2012 01 07 20 40  96  5.7 999 99.0 9999
2012 01 07 20 50  99  5.7 112  7.3 1953
2012 01 07 21 00  96  6.0 999 99.0 9999
2012 01 07 21 10  96  5.8 999 99.0 9999
2012 01 07 21 20 100  5.5 999 99.0 9999
2012 01 07 21 30 102  5.5 999 99.0 9999
2012 01 07 21 40 104  5.4 999 99.0 9999
2012 01 07 21 50  97  5.4  99  7.4 2055
2012 01 07 22 00  96  5.3 999 99.0 9999
2012 01 07 22 10  98  4.7 999 99.0 9999
2012 01 07 22 20  94  4.5 999 99.0 9999
2012 01 07 22 30  98  4.3 999 99.0 9999
2012 01 07 22 40  92  4.1 999 99.0 9999
2012 01 07 22 50  99  3.4  95  6.6 2158
2012 01 07 23 00  98  3.7 999 99.0 9999
2012 01 07 23 10  95  4.1 999 99.0 9999
2012 01 07 23 20 102  3.8 999 99.0 9999
2012 01 07 23 30  96  4.0 999 99.0 9999
2012 01 07 23 40  97  3.8 999 99.0 9999
2012 01 07 23 50  92  3.4 103  5.5 2304
2012 01 08 00 00  86  3.3 999 99.0 9999
2012 01 08 00 10  89  3.2 999 99.0 9999
2012 01 08 00 20  93  3.1 999 99.0 9999
2012 01 08 00 30  83  3.1 999 99.0 9999
2012 01 08 00 40  85  2.9 999 99.0 9999
2012 01 08 00 50  81  2.9 103  4.8 0015
2012 01 08 01 00  87  3.2 999 99.0 9999
2012 01 08 01 10  88  3.1 999 99.0 9999
2012 01 08 01 20  83  2.9 999 99.0 9999
2012 01 08 01 30  73  3.1 999 99.0 9999
2012 01 08 01 40  68  3.0 999 99.0 9999
2012 01 08 01 50  80  3.3  84  4.6 0140
2012 01 08 02 00  72  3.1 999 99.0 9999
2012 01 08 02 10  71  3.5 999 99.0 9999
2012 01 08 02 20  75  3.5 999 99.0 9999
2012 01 08 02 30  77  3.7 999 99.0 9999
2012 01 08 02 40  86  3.5 999 99.0 9999
2012 01 08 02 50  82  3.7  84  5.0 0232
2012 01 08 03 00  79  3.7 999 99.0 9999
2012 01 08 03 10  80  3.7 999 99.0 9999
2012 01 08 03 20  78  3.6 999 99.0 9999
2012 01 08 03 30  83  3.2 999 99.0 9999
2012 01 08 03 40  85  3.4 999 99.0 9999
2012 01 08 03 50  85  3.6  91  5.1 0338
2012 01 08 04 00  86  4.1 999 99.0 9999
2012 01 08 04 10  82  4.4 999 99.0 9999
2012 01 08 04 20  81  4.4 999 99.0 9999
2012 01 08 04 30  82  4.2 999 99.0 9999
2012 01 08 04 40  80  3.9 999 99.0 9999
2012 01 08 04 50  76  3.9  89  6.1 0423
2012 01 08 05 00  77  3.8 999 99.0 9999
2012 01 08 05 10  79  4.2 999 99.0 9999
2012 01 08 05 20  89  3.7 999 99.0 9999
2012 01 08 05 30  92  3.8 999 99.0 9999
2012 01 08 05 40  99  4.0 999 99.0 9999
2012 01 08 05 50  96  4.1  97  5.4 0529
2012 01 08 06 00  91  3.8 999 99.0 9999
2012 01 08 06 10  90  3.4 999 99.0 9999
2012 01 08 06 20  83  3.4 999 99.0 9999
2012 01 08 06 30  96  3.2 999 99.0 9999
2012 01 08 06 40  96  3.4 999 99.0 9999
2012 01 08 06 50  99  3.6  97  4.9 0645
2012 01 08 07 00  99  3.6 999 99.0 9999
2012 01 08 07 10 104  3.7 999 99.0 9999
2012 01 08 07 20 104  3.7 999 99.0 9999
2012 01 08 07 30 102  3.6 999 99.0 9999
2012 01 08 07 40 107  3.5 999 99.0 9999
2012 01 08 07 50 108  3.8 113  5.6 0747
2012 01 08 08 00 108  4.0 999 99.0 9999
2012 01 08 08 10 114  3.5 999 99.0 9999
2012 01 08 08 20 107  3.2 999 99.0 9999
2012 01 08 08 30 112  3.3 999 99.0 9999
2012 01 08 08 40 114  3.6 999 99.0 9999
2012 01 08 08 50 108  3.3 105  5.3 0755
2012 01 08 09 00 103  3.6 999 99.0 9999
2012 01 08 09 10  98  3.4 999 99.0 9999
2012 01 08 09 20  92  3.9 999 99.0 9999
2012 01 08 09 30  92  3.9 999 99.0 9999
2012 01 08 09 40  92  3.6 999 99.0 9999
2012 01 08 09 50  87  3.1  90  5.6 0920
2012 01 08 10 00  93  2.2 999 99.0 9999
